units,sp,fr,dc,am
0.000000,-0.002652,-0.000011,0.040402,-0.007436
0.100000,-0.002473,0.000233,0.009774,-0.002516
0.200000,-0.002147,0.000304,0.007378,0.007002
0.300000,-0.001916,0.000266,0.007560,0.019553
0.400000,-0.001816,0.000312,0.008007,0.031373
0.500000,-0.001638,0.000285,0.006441,0.038637
0.600000,-0.001442,0.000391,0.003246,0.039872
0.700000,-0.001196,0.000495,-0.000395,0.032392
0.800000,-0.000920,0.000637,-0.005940,0.013429
0.900000,-0.000754,0.000845,-0.012251,-0.024273
