units,sp,fr,dc,am
0.000000,0.004390,0.004005,0.086591,0.107976
0.100000,0.005537,0.004583,0.105963,0.126749
0.200000,0.006877,0.005364,0.126000,0.142363
0.300000,0.007916,0.006344,0.136778,0.149513
0.400000,0.009119,0.007350,0.136349,0.150043
0.500000,0.010269,0.008420,0.127713,0.146157
0.600000,0.011314,0.009390,0.122042,0.150414
0.700000,0.012221,0.010471,0.140377,0.155661
0.800000,0.013030,0.011069,0.189433,0.169921
0.900000,0.013998,0.012141,0.256761,0.188495
