units,sp,fr,dc,am
0.000000,0.002698,0.001908,0.034794,0.024893
0.100000,0.002393,0.001916,0.027927,0.021743
0.200000,0.002329,0.001901,0.020655,0.017787
0.300000,0.002294,0.001903,0.017115,0.009148
0.400000,0.002275,0.001939,0.010348,0.002591
0.500000,0.002254,0.002060,0.004421,-0.000391
0.600000,0.002322,0.002122,-0.002853,-0.001462
0.700000,0.002214,0.002053,-0.014945,-0.007483
0.800000,0.002137,0.001927,-0.033548,-0.020202
0.900000,0.001925,0.001792,-0.061525,-0.039584
