units,sp,fr,dc,am
0.000000,0.004162,0.003625,0.055771,0.080946
0.100000,0.003996,0.003248,0.062281,0.068072
0.200000,0.004409,0.003320,0.073122,0.073047
0.300000,0.004970,0.003562,0.083230,0.081098
0.400000,0.005452,0.003908,0.092218,0.088096
0.500000,0.006058,0.004329,0.096236,0.090705
0.600000,0.006853,0.004935,0.098215,0.093896
0.700000,0.007356,0.005380,0.098727,0.095049
0.800000,0.008054,0.006057,0.105341,0.101180
0.900000,0.008807,0.006750,0.131631,0.120806
