units,sp,fr,dc,am
0.000000,0.004493,0.004318,0.060985,0.098541
0.100000,0.004347,0.003754,0.062498,0.089997
0.200000,0.004559,0.003687,0.065100,0.082588
0.300000,0.004966,0.003846,0.071886,0.084991
0.400000,0.005406,0.003978,0.078101,0.089888
0.500000,0.006087,0.004287,0.081431,0.095543
0.600000,0.006669,0.004652,0.084166,0.099547
0.700000,0.007350,0.005027,0.089124,0.104808
0.800000,0.008210,0.005585,0.105031,0.113276
0.900000,0.008778,0.005892,0.133410,0.128375
