units,sp,fr,dc,am
0.000000,0.004528,0.003548,0.056061,0.095490
0.100000,0.004242,0.003182,0.062349,0.078115
0.200000,0.004599,0.003267,0.073392,0.079229
0.300000,0.005162,0.003531,0.083617,0.085923
0.400000,0.005644,0.003915,0.092626,0.091838
0.500000,0.006192,0.004357,0.096693,0.093562
0.600000,0.006949,0.004991,0.098660,0.095768
0.700000,0.007424,0.005456,0.098784,0.093866
0.800000,0.008095,0.006147,0.104727,0.094991
0.900000,0.008835,0.006847,0.130216,0.109480
