units,sp,fr,dc,am
0.000000,0.006885,0.005087,0.114164,0.057978
0.100000,0.005458,0.003958,0.080737,0.066587
0.200000,0.004868,0.003608,0.068817,0.068774
0.300000,0.004447,0.003392,0.063715,0.071095
0.400000,0.004246,0.003231,0.059003,0.072636
0.500000,0.004079,0.003179,0.057009,0.073529
0.600000,0.004009,0.003091,0.055166,0.074126
0.700000,0.003997,0.003085,0.054453,0.073236
0.800000,0.004022,0.003050,0.055172,0.072334
0.900000,0.004129,0.003157,0.057185,0.087192
