units,sp,fr,dc,am
0.000000,0.007312,0.005072,0.116085,0.053829
0.100000,0.005937,0.003962,0.081234,0.064195
0.200000,0.005298,0.003620,0.069196,0.068623
0.300000,0.004835,0.003400,0.064141,0.073614
0.400000,0.004615,0.003245,0.059507,0.077482
0.500000,0.004395,0.003191,0.057370,0.079731
0.600000,0.004254,0.003116,0.055197,0.080518
0.700000,0.004146,0.003122,0.054088,0.078244
0.800000,0.004058,0.003106,0.054212,0.073545
0.900000,0.004098,0.003236,0.055592,0.081374
