epoch am_loss am_rms dc_loss dc_rms fr_loss fr_rms loss ob_acc ob_loss sp_loss sp_rms
0 0.00554642453789711 0.07447431981563568 0.005821542348712683 0.0762990340590477 0.0058293757028877735 0.07635034620761871 0.7167506814002991 0.62359619140625 0.693092405796051 0.006460903212428093 0.08037973940372467
1 0.003269748529419303 0.057181715965270996 0.0042452276684343815 0.06515540927648544 0.0048874071799218655 0.06990998983383179 0.5083416104316711 0.9813232421875 0.4917867183685303 0.004152507986873388 0.06443995982408524
2 0.31026142835617065 0.5570111274719238 0.36767056584358215 0.6063584685325623 0.1437237560749054 0.3791091740131378 1.279879093170166 0.97857666015625 0.2813890874385834 0.1768343150615692 0.4205167293548584
3 0.006905298214405775 0.08309812098741531 0.004803672432899475 0.06930852681398392 0.006923442706465721 0.08320722728967667 0.28176775574684143 0.98016357421875 0.2561953067779541 0.006940069608390331 0.08330707997083664
4 0.011104438453912735 0.10537759959697723 0.008647874929010868 0.09299395233392715 0.008760180324316025 0.09359584003686905 0.39067405462265015 0.98345947265625 0.3536078631877899 0.008553674444556236 0.09248607605695724
5 0.012872999534010887 0.11345924437046051 0.011514929123222828 0.10730764269828796 0.010477805510163307 0.10236115753650665 0.3921615183353424 0.981689453125 0.3458009958267212 0.011494787409901619 0.10721374303102493
6 0.019443387165665627 0.13943955302238464 0.01744910702109337 0.132095068693161 0.013761898502707481 0.11731112003326416 0.32057276368141174 0.9808349609375 0.25371628999710083 0.016202056780457497 0.12728728353977203
7 0.048816196620464325 0.220943883061409 0.04361952096223831 0.2088528722524643 0.029422275722026825 0.17152921855449677 0.30471551418304443 0.9796142578125 0.14534372091293335 0.03751378878951073 0.19368477165699005
8 0.07216589152812958 0.268637090921402 0.06732292473316193 0.25946661829948425 0.039865292608737946 0.1996629536151886 0.35980111360549927 0.97900390625 0.12237010896205902 0.058076873421669006 0.24099142849445343
9 0.052589863538742065 0.2293248027563095 0.04688261076807976 0.2165239304304123 0.029341550543904305 0.17129375040531158 0.3012031614780426 0.978271484375 0.13270685076713562 0.039682283997535706 0.19920413196086884
10 0.022831549867987633 0.15110112726688385 0.022710127755999565 0.15069879591464996 0.01474828738719225 0.1214425265789032 0.2299315631389618 0.98095703125 0.15131518244743347 0.018326420336961746 0.13537511229515076
11 0.016186056658625603 0.1272244155406952 0.016396960243582726 0.12805061042308807 0.010887964628636837 0.1043454110622406 0.22652287781238556 0.98114013671875 0.1694462150335312 0.013605685904622078 0.11664341390132904
