units,sp,fr,dc,am
0.000000,0.009516,0.008628,0.184126,0.162882
0.100000,0.008404,0.006977,0.146882,0.112251
0.200000,0.008321,0.006712,0.130608,0.102734
0.300000,0.007992,0.006397,0.119630,0.099992
0.400000,0.007482,0.005878,0.110105,0.099687
0.500000,0.007105,0.005358,0.101462,0.095273
0.600000,0.006700,0.005035,0.092746,0.090830
0.700000,0.006433,0.004709,0.086135,0.087647
0.800000,0.006217,0.004541,0.081260,0.094786
0.900000,0.006190,0.004423,0.080827,0.119914
