units,sp,fr,dc,am
0.000000,0.008493,0.006891,0.151216,0.075271
0.100000,0.007563,0.005681,0.108642,0.078801
0.200000,0.006619,0.004662,0.090153,0.076397
0.300000,0.006091,0.004229,0.080636,0.077070
0.400000,0.005709,0.003897,0.074006,0.074874
0.500000,0.005360,0.003740,0.069549,0.073461
0.600000,0.005250,0.003604,0.065221,0.071382
0.700000,0.005189,0.003627,0.064217,0.072224
0.800000,0.005196,0.003692,0.063509,0.081142
0.900000,0.005133,0.003640,0.064018,0.103477
