units,sp,fr,dc,am
0.000000,-0.001984,0.000641,0.052895,0.038443
0.100000,-0.001896,0.000391,0.031276,0.024666
0.200000,-0.001877,0.000126,0.015310,0.023515
0.300000,-0.001819,0.000201,0.012064,0.025818
0.400000,-0.001622,0.000288,0.009734,0.024063
0.500000,-0.001510,0.000335,0.005162,0.018881
0.600000,-0.001441,0.000399,-0.001507,0.011651
0.700000,-0.001431,0.000473,-0.009963,0.004222
0.800000,-0.001431,0.000477,-0.023490,-0.005191
0.900000,-0.001563,0.000562,-0.046442,-0.018131
