units,sp,fr,dc,am
0.000000,0.009507,0.008517,0.201729,0.162907
0.100000,0.008405,0.006923,0.162068,0.112274
0.200000,0.008320,0.006719,0.140735,0.102755
0.300000,0.007992,0.006454,0.126139,0.100009
0.400000,0.007485,0.005955,0.115615,0.099701
0.500000,0.007109,0.005448,0.105977,0.095283
0.600000,0.006704,0.005132,0.097024,0.090835
0.700000,0.006440,0.004791,0.089180,0.087641
0.800000,0.006218,0.004624,0.081777,0.094765
0.900000,0.006188,0.004491,0.077910,0.119881
