units,sp,fr,dc,am
0.000000,0.018762,0.015537,0.352505,0.523666
0.100000,0.010184,0.008977,0.227629,0.256450
0.200000,0.009019,0.007636,0.185499,0.206151
0.300000,0.008787,0.007353,0.161294,0.174226
0.400000,0.008702,0.007258,0.141315,0.151730
0.500000,0.008689,0.007260,0.129723,0.128171
0.600000,0.008702,0.007213,0.123009,0.112913
0.700000,0.008412,0.006975,0.117071,0.107431
0.800000,0.008338,0.006917,0.114916,0.121905
0.900000,0.008118,0.006693,0.115419,0.153423
