units,sp,fr,dc,am
0.000000,-0.001749,-0.000405,0.070418,0.065282
0.100000,-0.001540,0.000084,0.036433,0.064183
0.200000,-0.001496,0.000468,0.014324,0.061943
0.300000,-0.001454,0.000513,0.007708,0.058815
0.400000,-0.001395,0.000494,0.004278,0.051830
0.500000,-0.001377,0.000504,0.001461,0.041677
0.600000,-0.001250,0.000465,-0.001795,0.027043
0.700000,-0.001217,0.000385,-0.006047,0.006735
0.800000,-0.001120,0.000345,-0.012563,-0.022066
0.900000,-0.001045,0.000321,-0.020189,-0.057762
