units,sp,fr,dc,am
0.000000,0.004872,0.004151,0.065932,0.071531
0.100000,0.004368,0.003842,0.063626,0.063919
0.200000,0.004161,0.003633,0.065297,0.064559
0.300000,0.004241,0.003627,0.066932,0.067381
0.400000,0.004698,0.003713,0.068476,0.070354
0.500000,0.004933,0.003886,0.067575,0.072867
0.600000,0.005302,0.004061,0.068062,0.073964
0.700000,0.005685,0.004282,0.071898,0.075838
0.800000,0.006217,0.004657,0.080593,0.079391
0.900000,0.006738,0.005046,0.101611,0.085368
