units,sp,fr,dc,am
0.000000,0.008331,0.006675,0.144698,0.086517
0.100000,0.007526,0.005625,0.109276,0.087809
0.200000,0.006666,0.004758,0.093308,0.084930
0.300000,0.006206,0.004456,0.084438,0.084273
0.400000,0.005883,0.004222,0.077884,0.082266
0.500000,0.005581,0.004134,0.072821,0.081831
0.600000,0.005523,0.004020,0.068296,0.084613
0.700000,0.005519,0.004023,0.067840,0.094886
0.800000,0.005542,0.004060,0.068679,0.115692
0.900000,0.005517,0.003985,0.071379,0.148163
