units,sp,fr,dc,am
0.000000,0.000689,-0.001099,0.045093,0.003920
0.100000,0.000968,-0.001592,0.020238,0.017085
0.200000,0.001101,-0.001836,0.016905,0.024500
0.300000,0.001226,-0.001882,0.014881,0.027616
0.400000,0.001428,-0.001984,0.013910,0.030459
0.500000,0.001534,-0.002035,0.013373,0.031089
0.600000,0.001665,-0.002028,0.011950,0.028569
0.700000,0.001820,-0.002111,0.010136,0.020668
0.800000,0.001996,-0.002084,0.007197,0.005284
0.900000,0.002258,-0.002114,0.003209,-0.019892
