units,sp,fr,dc,am
0.000000,-0.000232,0.000314,0.036266,-0.044636
0.100000,0.000525,-0.000491,-0.013682,-0.041878
0.200000,0.000938,-0.001030,-0.024335,-0.040804
0.300000,0.001208,-0.001405,-0.025511,-0.038948
0.400000,0.001420,-0.001638,-0.024578,-0.038942
0.500000,0.001558,-0.001799,-0.021601,-0.040140
0.600000,0.001740,-0.001822,-0.020267,-0.046751
0.700000,0.001945,-0.001775,-0.021905,-0.061662
0.800000,0.002011,-0.001713,-0.026860,-0.087737
0.900000,0.002141,-0.001635,-0.034431,-0.126193
