epoch am_loss am_rms dc_loss dc_rms fr_loss fr_rms loss ob_acc ob_loss sp_loss sp_rms
0 0.006433295551687479 0.08020782470703125 0.007532023824751377 0.08678723126649857 0.007691415958106518 0.08770071715116501 0.7208872437477112 0.69696044921875 0.6922624707221985 0.006968047469854355 0.08347482979297638
1 0.0021530583035200834 0.04640105739235878 0.004495291970670223 0.06704694032669067 0.00478766206651926 0.06919293105602264 0.4192407727241516 0.97918701171875 0.40403446555137634 0.00377028901129961 0.06140267848968506
2 0.6071318984031677 0.7791867256164551 0.3505028784275055 0.592032790184021 0.2821221649646759 0.5311517715454102 2.0258665084838867 0.98211669921875 0.3474624454975128 0.4386471211910248 0.6623043417930603
3 0.004348596092313528 0.0659438818693161 0.007356925867497921 0.08577252179384232 0.006534205749630928 0.08083443343639374 0.22224201261997223 0.979736328125 0.19604980945587158 0.00795248057693243 0.08917667716741562
4 0.01845013163983822 0.13583126664161682 0.014888246543705463 0.12201740592718124 0.015339221805334091 0.12385160475969315 0.3800591230392456 0.97900390625 0.3133472800254822 0.018034210428595543 0.13429149985313416
5 0.012671541422605515 0.11256793886423111 0.011324366554617882 0.1064160093665123 0.010887028649449348 0.10434092581272125 0.43105462193489075 0.98040771484375 0.38330021500587463 0.01287146471440792 0.1134524792432785
6 0.013506084680557251 0.11621567606925964 0.0136235561221838 0.11671999096870422 0.011045709252357483 0.10509856790304184 0.38021665811538696 0.9814453125 0.32922857999801636 0.012812732718884945 0.1131933405995369
7 0.02168954722583294 0.1472737044095993 0.019911721348762512 0.14110888540744781 0.017195867374539375 0.13113300502300262 0.31375253200531006 0.9798583984375 0.23511186242103577 0.01984351873397827 0.14086700975894928
8 0.05173226073384285 0.2274472713470459 0.04508369788527489 0.2123292237520218 0.03609619289636612 0.18998998403549194 0.3035089373588562 0.9822998046875 0.12958303093910217 0.04101375490427017 0.2025185376405716
9 0.06488645076751709 0.25472816824913025 0.05404287576675415 0.23247124254703522 0.04259084165096283 0.20637549459934235 0.3405075669288635 0.98089599609375 0.1281910091638565 0.05079638212919235 0.2253805249929428
10 0.04429381340742111 0.21046096086502075 0.034420184791088104 0.1855267733335495 0.0273719634860754 0.1654447466135025 0.26474952697753906 0.983154296875 0.12487904727458954 0.03378453105688095 0.1838056892156601
11 0.02337927184998989 0.15290281176567078 0.020989712327718735 0.14487826824188232 0.018705809488892555 0.13676917552947998 0.252389132976532 0.9801025390625 0.1679571270942688 0.021357204765081406 0.14614103734493256
12 0.0179703738540411 0.13405363261699677 0.01433730311691761 0.11973847448825836 0.012734699994325638 0.11284812539815903 0.2593362331390381 0.97979736328125 0.19940534234046936 0.014888513833284378 0.1220184937119484
13 0.013443108648061752 0.11594441533088684 0.011397206224501133 0.10675770044326782 0.011363551951944828 0.10659995675086975 0.2177175134420395 0.98193359375 0.16980071365833282 0.011712918058037758 0.1082262322306633
14 0.015164154581725597 0.12314281612634659 0.012931164354085922 0.1137152761220932 0.012710941024124622 0.11274281144142151 0.22583991289138794 0.9786376953125 0.1719079166650772 0.01312573067843914 0.1145675852894783
15 0.014573246240615845 0.12071970850229263 0.012064484879374504 0.10983844846487045 0.012130454182624817 0.11013834178447723 0.196375772356987 0.9779052734375 0.14422941207885742 0.013378173112869263 0.1156640499830246
16 0.013024435378611088 0.11412464827299118 0.009837612509727478 0.09918473660945892 0.009672568179666996 0.09834922105073929 0.16123755276203156 0.9801025390625 0.11695615947246552 0.011746781878173351 0.10838256776332855
17 0.00986434891819954 0.09931942820549011 0.007570637855678797 0.08700941503047943 0.007134990766644478 0.08446887135505676 0.15153227746486664 0.98004150390625 0.11848541349172592 0.008476891554892063 0.09207002818584442
18 0.005957244895398617 0.07718319445848465 0.004258277826011181 0.06525547802448273 0.003981428220868111 0.06309855729341507 0.15884311497211456 0.97967529296875 0.1401687115430832 0.004477454349398613 0.06691378355026245
19 0.0037974321749061346 0.061623308807611465 0.0029339254833757877 0.05416572093963623 0.002641227561980486 0.051392875611782074 0.14051078259944916 0.98089599609375 0.128365159034729 0.0027730430010706186 0.05265968665480614
20 0.005455831065773964 0.07386359572410583 0.004202105104923248 0.06482364237308502 0.004427710082381964 0.06654104590415955 0.14998899400234222 0.97979736328125 0.1320054978132248 0.003897826885804534 0.062432579696178436
21 0.004537682980298996 0.06736232340335846 0.0033846506848931313 0.058177750557661057 0.003516068449243903 0.059296444058418274 0.11813318729400635 0.98248291015625 0.10317960381507874 0.0035151836927980185 0.059288982301950455
22 0.003089963924139738 0.055587444454431534 0.002879589796066284 0.053661804646253586 0.00226324493996799 0.04757357016205788 0.112905353307724 0.98199462890625 0.10223007947206497 0.00244247168302536 0.04942137002944946
23 0.002466408535838127 0.04966295138001442 0.0025197628419846296 0.050197239965200424 0.0025819786824285984 0.05081317201256752 0.12126243859529495 0.98046875 0.11141140758991241 0.0022828809451311827 0.04777950420975685
24 0.0026072473265230656 0.05106120929121971 0.0024872878566384315 0.04987271502614021 0.0024440488778054714 0.04943732172250748 0.13543878495693207 0.97930908203125 0.12541329860687256 0.0024869090411812067 0.04986891523003578
25 0.002703920705243945 0.05199923738837242 0.002938720630481839 0.05420996993780136 0.002785191871225834 0.05277492105960846 0.14325515925884247 0.97723388671875 0.13228003680706024 0.002547298092395067 0.05047076195478439
26 0.0024658250622451305 0.049657076597213745 0.0023980617988854647 0.04897001013159752 0.0024170095566660166 0.0491630919277668 0.12602989375591278 0.97882080078125 0.1164499968290329 0.0022990030702203512 0.04794791713356972
27 0.002241823822259903 0.04734790325164795 0.002213534666225314 0.047048214823007584 0.0020222647581249475 0.044969599694013596 0.10923343896865845 0.98114013671875 0.10051313787698746 0.002242670627310872 0.04735684394836426
28 0.002054258482530713 0.0453239269554615 0.002056226832792163 0.04534563794732094 0.002080050064250827 0.045607566833496094 0.1175936907529831 0.97955322265625 0.10936890542507172 0.0020342457573860884 0.04510261490941048
29 0.0023515319917351007 0.04849259555339813 0.002905899891629815 0.05390639975667 0.002810443053022027 0.05301360785961151 0.12393760681152344 0.97955322265625 0.11382338404655457 0.002046355977654457 0.04523666575551033
30 0.0027841771952807903 0.05276529863476753 0.0023563699796795845 0.04854245483875275 0.0024123950861394405 0.04911613464355469 0.11631618440151215 0.98046875 0.10626810044050217 0.0024951433297246695 0.04995141178369522
31 0.0023837098851799965 0.04882324859499931 0.0022402016911655664 0.047330766916275024 0.0022454503923654556 0.047386184334754944 0.11794636398553848 0.9791259765625 0.10917049646377563 0.0019065048545598984 0.04366353899240494
32 0.0023392983712255955 0.04836629331111908 0.001997687853872776 0.044695500284433365 0.0017392928712069988 0.04170482978224754 0.10587836056947708 0.981201171875 0.09796024113893509 0.0018418410327285528 0.0429166741669178
33 0.003284526988863945 0.0573107935488224 0.0021896790713071823 0.04679400846362114 0.0024288680870085955 0.04928354546427727 0.10796767473220825 0.9808349609375 0.09777196496725082 0.0022926325909793377 0.04788144305348396
34 0.003735213540494442 0.06111638993024826 0.002672432456165552 0.0516955740749836 0.002358353929594159 0.04856288433074951 0.1162877082824707 0.979248046875 0.10506986081600189 0.0024518456775695086 0.049516111612319946
35 0.003342866664752364 0.057817526161670685 0.0029687276110053062 0.05448603257536888 0.0027537893038243055 0.052476558834314346 0.11971642076969147 0.978271484375 0.10784873366355896 0.002802305156365037 0.05293680727481842
36 0.002477427711710334 0.04977376013994217 0.002484781201928854 0.04984758049249649 0.001971443649381399 0.04440094158053398 0.10402125120162964 0.981201171875 0.09479155391454697 0.0022960344795137644 0.0479169562458992
37 0.0022786466870456934 0.047735173255205154 0.002091841772198677 0.045736655592918396 0.0017779511399567127 0.04216575622558594 0.09972772747278214 0.98150634765625 0.09167652577161789 0.0019027618691325188 0.04362065717577934
38 0.0024424900766462088 0.049421556293964386 0.0019913953728973866 0.04462505504488945 0.001938816625624895 0.04403199627995491 0.10752119868993759 0.97998046875 0.09935802221298218 0.0017904725391417742 0.04231397435069084
39 0.002544668037444353 0.050444699823856354 0.002119139302521944 0.046034108847379684 0.0019377253483980894 0.04401960223913193 0.10660596191883087 0.98016357421875 0.09817025065422058 0.0018341795075684786 0.04282731935381889
40 0.0026525212451815605 0.05150263383984566 0.0020452579483389854 0.04522452503442764 0.0019882391206920147 0.04458967223763466 0.10900213569402695 0.97998046875 0.10019579529762268 0.0021203255746513605 0.046046994626522064
41 0.0020867420826107264 0.04568087309598923 0.0018741631647571921 0.0432916060090065 0.0015476023545488715 0.0393395759165287 0.09641777724027634 0.982177734375 0.0890325978398323 0.001876667607575655 0.04332052171230316
42 0.002364718122407794 0.048628367483615875 0.0016921134665608406 0.04113530367612839 0.0018976206192746758 0.04356168583035469 0.10363968461751938 0.98004150390625 0.09561522305011749 0.0020700134336948395 0.04549739882349968
43 0.0025748631451278925 0.05074310675263405 0.0020736015867441893 0.04553681239485741 0.0020492980256676674 0.04526917263865471 0.10508668422698975 0.97918701171875 0.09644526243209839 0.0019436613656580448 0.04408697411417961
44 0.0031175289768725634 0.05583483725786209 0.0021644558291882277 0.04652370885014534 0.0024535071570426226 0.04953289031982422 0.11165733635425568 0.97821044921875 0.10151024162769318 0.002411606954410672 0.0491081178188324
45 0.002300356514751911 0.04796202853322029 0.0017030297312885523 0.04126778244972229 0.0016222557751461864 0.040277235209941864 0.09081906825304031 0.982666015625 0.08354177325963974 0.0016516512259840965 0.040640510618686676
46 0.0026346584782004356 0.05132892355322838 0.0021309114526957273 0.046161796897649765 0.0018942506285384297 0.04352299124002457 0.10077350586652756 0.9798583984375 0.09214407205581665 0.0019696103408932686 0.04438029229640961
47 0.0029638323467224836 0.05444109067320824 0.001949862577021122 0.044157251715660095 0.0021363040432333946 0.046220168471336365 0.09996016323566437 0.98004150390625 0.09090065956115723 0.00200950400903821 0.04482749104499817
48 0.002850909251719713 0.053393904119729996 0.0017661666497588158 0.04202578589320183 0.001865520840510726 0.04319167509675026 0.09116062521934509 0.9818115234375 0.08264099806547165 0.0020370292477309704 0.04513346031308174
49 0.0027110795490443707 0.05206802487373352 0.0019407718209549785 0.044054191559553146 0.002007649512961507 0.04480680450797081 0.0972834974527359 0.98114013671875 0.08857110142707825 0.0020528961904346943 0.04530889540910721
50 0.0024543688632547855 0.04954158887267113 0.0016613230109214783 0.04075933247804642 0.001845326041802764 0.042957257479429245 0.09415293484926224 0.98138427734375 0.0864320769906044 0.0017598455306142569 0.04195051267743111
51 0.002816306659951806 0.05306888371706009 0.002118608681485057 0.046028345823287964 0.0020681272726505995 0.04547666758298874 0.09695722162723541 0.980224609375 0.08779910206794739 0.002155076712369919 0.0464228019118309
52 0.0027973700780421495 0.052890170365571976 0.0022513684816658497 0.04744859039783478 0.002167338505387306 0.04655468091368675 0.09998418390750885 0.97955322265625 0.09045431017875671 0.0023137959651649 0.04810193181037903
53 0.00210377830080688 0.045866962522268295 0.0013539165956899524 0.03679560497403145 0.001571872504428029 0.03964684531092644 0.07859766483306885 0.98388671875 0.07183925807476044 0.0017288413364440203 0.041579339653253555
54 0.001858210889622569 0.04310696944594383 0.0012809934560209513 0.03579096868634224 0.0014259074814617634 0.03776119276881218 0.07573089748620987 0.9840087890625 0.06974515318870544 0.0014206290943548083 0.037691231817007065
