units,sp,fr,dc,am
0.000000,0.004954,0.004079,0.065345,0.071640
0.100000,0.004491,0.003488,0.064478,0.067767
0.200000,0.004609,0.003472,0.066555,0.072872
0.300000,0.004937,0.003628,0.071683,0.075757
0.400000,0.005260,0.003765,0.077108,0.077356
0.500000,0.005838,0.004063,0.080262,0.081211
0.600000,0.006352,0.004421,0.082355,0.082791
0.700000,0.006948,0.004790,0.085018,0.085146
0.800000,0.007728,0.005332,0.096151,0.087099
0.900000,0.008260,0.005648,0.120235,0.094878
