units,sp,fr,dc,am
0.000000,-0.001865,-0.000510,0.007801,0.068038
0.100000,-0.001429,-0.000346,0.002949,0.043765
0.200000,-0.001309,-0.000248,0.009240,0.032119
0.300000,-0.001399,-0.000084,0.014312,0.029124
0.400000,-0.001467,0.000260,0.016509,0.026195
0.500000,-0.001282,0.000510,0.019076,0.022949
0.600000,-0.001160,0.000906,0.019002,0.019157
0.700000,-0.001036,0.001243,0.003507,0.006366
0.800000,-0.000910,0.001591,-0.024893,-0.015533
0.900000,-0.000850,0.001874,-0.073825,-0.046351
