units,sp,fr,dc,am
0.000000,0.018560,0.015610,0.348426,0.571583
0.100000,0.010419,0.009012,0.223725,0.292939
0.200000,0.009212,0.007671,0.182114,0.240285
0.300000,0.008959,0.007371,0.158519,0.208809
0.400000,0.008831,0.007318,0.139414,0.185282
0.500000,0.008803,0.007321,0.129113,0.157525
0.600000,0.008821,0.007296,0.123452,0.133708
0.700000,0.008557,0.007096,0.118532,0.111962
0.800000,0.008483,0.007085,0.117322,0.104533
0.900000,0.008288,0.006875,0.118758,0.119267
