units,sp,fr,dc,am
0.000000,0.003982,0.003799,0.065630,0.071577
0.100000,0.003576,0.003187,0.053637,0.064058
0.200000,0.003628,0.003018,0.052707,0.064982
0.300000,0.003912,0.003056,0.057216,0.069253
0.400000,0.004207,0.003068,0.060637,0.072184
0.500000,0.004530,0.003253,0.063288,0.073905
0.600000,0.004975,0.003448,0.066490,0.073875
0.700000,0.005261,0.003636,0.070922,0.074440
0.800000,0.005641,0.003952,0.079248,0.077337
0.900000,0.006155,0.004334,0.096785,0.082845
