units,sp,fr,dc,am
0.000000,0.007322,0.005711,0.126192,0.058612
0.100000,0.005938,0.004380,0.088557,0.058759
0.200000,0.005224,0.003821,0.073185,0.061764
0.300000,0.004848,0.003517,0.066558,0.063380
0.400000,0.004493,0.003273,0.061582,0.065081
0.500000,0.004454,0.003177,0.059639,0.067488
0.600000,0.004280,0.003139,0.058553,0.069639
0.700000,0.004194,0.003075,0.056686,0.073073
0.800000,0.004241,0.003052,0.056055,0.078967
0.900000,0.004331,0.003146,0.056977,0.093546
