units,sp,fr,dc,am
0.000000,0.003926,0.003200,0.064471,0.070710
0.100000,0.003590,0.002885,0.059857,0.062678
0.200000,0.003594,0.002861,0.058767,0.062295
0.300000,0.003686,0.002948,0.059791,0.062216
0.400000,0.003868,0.003056,0.059842,0.063539
0.500000,0.004194,0.003198,0.060572,0.065095
0.600000,0.004534,0.003396,0.060925,0.067894
0.700000,0.004778,0.003540,0.063233,0.070353
0.800000,0.005133,0.003790,0.072228,0.075001
0.900000,0.005271,0.004026,0.091824,0.083495
