units,sp,fr,dc,am
0.000000,0.007308,0.005760,0.130541,0.057320
0.100000,0.005992,0.004650,0.090678,0.061192
0.200000,0.005323,0.004239,0.075083,0.065994
0.300000,0.004993,0.003988,0.068202,0.068279
0.400000,0.004714,0.003826,0.063127,0.070540
0.500000,0.004711,0.003771,0.061103,0.072911
0.600000,0.004590,0.003735,0.059691,0.074341
0.700000,0.004561,0.003724,0.057395,0.075839
0.800000,0.004662,0.003691,0.056000,0.078306
0.900000,0.004827,0.003785,0.055876,0.088331
