units,sp,fr,dc,am
0.000000,0.004578,0.004149,0.089054,0.119308
0.100000,0.005766,0.004711,0.105018,0.145943
0.200000,0.007066,0.005480,0.123452,0.160501
0.300000,0.008054,0.006455,0.133682,0.166171
0.400000,0.009266,0.007467,0.133322,0.164999
0.500000,0.010419,0.008521,0.125856,0.155822
0.600000,0.011443,0.009481,0.122979,0.151658
0.700000,0.012341,0.010563,0.144577,0.148175
0.800000,0.013121,0.011203,0.195573,0.154482
0.900000,0.014109,0.012221,0.263734,0.168154
