units,sp,fr,dc,am
0.000000,0.000582,-0.001512,0.048167,0.019985
0.100000,0.000106,-0.000982,0.048054,0.018575
0.200000,-0.000230,-0.000734,0.054051,0.017209
0.300000,-0.000401,-0.000655,0.061973,0.017625
0.400000,-0.000403,-0.000573,0.066123,0.015850
0.500000,-0.000546,-0.000541,0.060889,0.009704
0.600000,-0.000371,-0.000588,0.044481,-0.000771
0.700000,-0.000432,-0.000568,0.007282,-0.024433
0.800000,-0.000170,-0.000766,-0.047172,-0.054280
0.900000,-0.000178,-0.000861,-0.115046,-0.090357
