units,sp,fr,dc,am
0.000000,0.004746,0.003726,0.064999,0.071145
0.100000,0.004313,0.003463,0.060312,0.063105
0.200000,0.004283,0.003435,0.059108,0.062644
0.300000,0.004342,0.003509,0.060067,0.062390
0.400000,0.004488,0.003619,0.060006,0.063578
0.500000,0.004761,0.003801,0.060637,0.065075
0.600000,0.005094,0.004000,0.060870,0.067855
0.700000,0.005265,0.004090,0.062989,0.070206
0.800000,0.005558,0.004251,0.071756,0.074646
0.900000,0.005599,0.004404,0.091148,0.082880
