units,sp,fr,dc,am
0.000000,0.007858,0.006634,0.160451,0.090382
0.100000,0.007597,0.006155,0.129603,0.083007
0.200000,0.007147,0.005670,0.111952,0.083944
0.300000,0.006479,0.004932,0.097726,0.085076
0.400000,0.006048,0.004519,0.087890,0.083112
0.500000,0.005651,0.004135,0.079344,0.078399
0.600000,0.005336,0.003848,0.073521,0.076568
0.700000,0.005280,0.003673,0.069917,0.079885
0.800000,0.005053,0.003588,0.068164,0.093489
0.900000,0.005142,0.003516,0.067173,0.118345
