epoch am_loss am_rms dc_loss dc_rms fr_loss fr_rms loss ob_acc ob_loss sp_loss sp_rms
0 0.0072259376756846905 0.0850055143237114 0.006914160214364529 0.0831514298915863 0.006382581777870655 0.07989105582237244 0.7247498631477356 0.11712646484375 0.6976452469825745 0.006581975147128105 0.08112937211990356
1 0.0027932445518672466 0.052851151674985886 0.0042271181009709835 0.06501629203557968 0.00310355331748724 0.05570954456925392 0.45994165539741516 0.97967529296875 0.44602346420288086 0.003794250078499317 0.06159748136997223
2 0.18335768580436707 0.42820286750793457 0.18267722427845 0.42740756273269653 0.2075900286436081 0.4556204676628113 0.9487254619598389 0.9805908203125 0.21396565437316895 0.16113492846488953 0.401416152715683
3 0.0024007391184568405 0.048997338861227036 0.003657736349850893 0.060479216277599335 0.0031622452661395073 0.05623384192585945 0.2163960188627243 0.9801025390625 0.20371568202972412 0.0034596032928675413 0.05881839245557785
4 0.009500454179942608 0.09747027605772018 0.008627677336335182 0.09288529306650162 0.008300409652292728 0.0911065936088562 0.33984917402267456 0.9808349609375 0.30436423420906067 0.009056396782398224 0.09516510367393494
5 0.012042034417390823 0.10973620414733887 0.01095469482243061 0.10466467589139938 0.0109685268253088 0.10473073273897171 0.36933204531669617 0.9803466796875 0.32405200600624084 0.011314759030938148 0.10637085884809494
6 0.014155924320220947 0.11897867172956467 0.013371126726269722 0.11563358455896378 0.013577528297901154 0.1165226474404335 0.2979724705219269 0.98199462890625 0.24433356523513794 0.012534307315945625 0.11195671558380127
7 0.02021484263241291 0.14217892289161682 0.017595157027244568 0.13264673948287964 0.019748540595173836 0.14052949845790863 0.20309431850910187 0.9847412109375 0.1292390525341034 0.01629672572016716 0.1276586353778839
8 0.04505927488207817 0.21227169036865234 0.04050155356526375 0.20124997198581696 0.04537346214056015 0.21301047503948212 0.2737252116203308 0.980712890625 0.10949914902448654 0.033291757106781006 0.18246029317378998
9 0.04672674089670181 0.21616369485855103 0.04201535880565643 0.20497649908065796 0.05045429617166519 0.22462032735347748 0.28671327233314514 0.98065185546875 0.11008778214454651 0.037429079413414 0.1934659630060196
10 0.03062540479004383 0.1750011444091797 0.028588205575942993 0.1690804660320282 0.03662782162427902 0.191383957862854 0.2280822992324829 0.9805908203125 0.10785017907619476 0.024390675127506256 0.1561751365661621
11 0.01877300627529621 0.13701462745666504 0.016720490530133247 0.12930773198604584 0.020654309540987015 0.14371606707572937 0.18824513256549835 0.9803466796875 0.11803672462701797 0.014060601592063904 0.11857740581035614
12 0.012863942421972752 0.11341932415962219 0.01086480263620615 0.10423436760902405 0.013822066597640514 0.1175672858953476 0.17544464766979218 0.9822998046875 0.12720012664794922 0.010693702846765518 0.10341036319732666
13 0.01178494282066822 0.10855847597122192 0.010593265295028687 0.10292359441518784 0.013170492835342884 0.11476277559995651 0.20575223863124847 0.978759765625 0.16028735041618347 0.009916184470057487 0.09958004206418991
14 0.009871547110378742 0.09935565292835236 0.008346066810190678 0.0913568064570427 0.010629646480083466 0.10310017317533493 0.17244599759578705 0.9805908203125 0.13603068888187408 0.007568047381937504 0.08699452877044678
15 0.008801101706922054 0.0938141867518425 0.007760687731206417 0.08809476345777512 0.009822852909564972 0.09911030530929565 0.1619834005832672 0.9796142578125 0.12890979647636414 0.006688958499580622 0.08178605884313583
16 0.007562378887087107 0.08696193993091583 0.006170332431793213 0.07855146378278732 0.008531594648957253 0.09236662834882736 0.13812825083732605 0.979736328125 0.11075499653816223 0.005108944606035948 0.07147687673568726
17 0.006173273082822561 0.0785701721906662 0.0040739234536886215 0.06382729858160019 0.007099237758666277 0.08425696939229965 0.12191696465015411 0.98114013671875 0.10098762810230255 0.0035828938707709312 0.05985727906227112
18 0.004396019969135523 0.06630248576402664 0.0032980418764054775 0.05742858350276947 0.004696720279753208 0.06853262335062027 0.11674762517213821 0.981201171875 0.10158295929431915 0.00277388421818614 0.05266767740249634
19 0.0034306293819099665 0.058571577072143555 0.0030633918941020966 0.05534791573882103 0.003560686483979225 0.05967148765921593 0.13578887283802032 0.97882080078125 0.12315654754638672 0.0025776010006666183 0.05077007785439491
20 0.0025772599037736654 0.050766721367836 0.002484007738530636 0.04983982443809509 0.0021957126446068287 0.04685843363404274 0.11648771166801453 0.98291015625 0.10643208026885986 0.0027986434288322926 0.052902206778526306
21 0.0029204809106886387 0.05404147505760193 0.003149447264149785 0.05611993372440338 0.002546353731304407 0.05046140402555466 0.13137668371200562 0.97833251953125 0.11951465159654617 0.0032457541674375534 0.05697152391076088
22 0.0029581906273961067 0.05438924953341484 0.002877534367144108 0.053642649203538895 0.0025325529277324677 0.05032447353005409 0.11764833331108093 0.9805908203125 0.10625357180833817 0.0030264793895184994 0.055013447999954224
23 0.0025145234540104866 0.050145022571086884 0.0026711702812463045 0.05168336257338524 0.002568077528849244 0.05067620053887367 0.11042562872171402 0.980712890625 0.10019975155591965 0.0024721059016883373 0.04972027242183685
24 0.0024811378680169582 0.04981101676821709 0.002594499848783016 0.05093623325228691 0.002295150887221098 0.04790773615241051 0.11454083770513535 0.97955322265625 0.10483860969543457 0.00233143731020391 0.04828496277332306
25 0.0023704874329268932 0.0486876517534256 0.0021361021790653467 0.04621798172593117 0.0019864875357598066 0.04457002878189087 0.11014317721128464 0.98077392578125 0.1016065925359726 0.0020435082260519266 0.04520517587661743
26 0.0025630174204707146 0.050626251846551895 0.0023686655331403017 0.048668939620256424 0.0022084410302340984 0.046994052827358246 0.12264968454837799 0.97857666015625 0.11344732344150543 0.002062237123027444 0.045411862432956696
27 0.002004338428378105 0.04476983845233917 0.0018820049008354545 0.043382078409194946 0.0020619137212634087 0.045408301055431366 0.1104239672422409 0.9813232421875 0.1025455966591835 0.0019301162101328373 0.04393308609724045
28 0.002320630010217428 0.04817291721701622 0.002095982199534774 0.045781899243593216 0.0019941627979278564 0.04465604946017265 0.10359884798526764 0.9822998046875 0.09526440501213074 0.0019236640073359013 0.04385959357023239
29 0.00279800733551383 0.05289619415998459 0.002362595172598958 0.04860653728246689 0.0024552440736442804 0.04955041781067848 0.11710365116596222 0.97900390625 0.10713661462068558 0.0023511885665357113 0.048489056527614594
30 0.003393008839339018 0.058249540627002716 0.0024800472892820835 0.049800071865320206 0.002538972068578005 0.050388213247060776 0.10741575807332993 0.98114013671875 0.09667805582284927 0.0023256754502654076 0.04822525754570961
31 0.002685772255063057 0.05182443931698799 0.0023432965390384197 0.04840761050581932 0.0025331315118819475 0.05033022537827492 0.106368288397789 0.98089599609375 0.09667481482028961 0.002131272805854678 0.04616571217775345
